ID,F37,F41,F3,F13,F18,F23,F30
244875,1,1,37,1,0,2,2
244876,1,2,48,1,0,0,3
244877,3,2,4,2,0,2,2
244878,1,1,4,2,0,2,1
244879,1,2,4,1,1,0,1
244880,1,2,4,1,1,1,2
244881,5,2,4,2,0,1,2
244882,1,2,4,1,0,1,2
244883,1,2,4,2,0,2,1
244884,1,2,39,1,0,1,3
244885,3,1,4,2,0,1,2
244886,1,1,4,2,0,0,9
244887,1,1,4,1,1,0,9
244888,1,2,4,1,1,0,2
244889,1,1,4,1,1,0,9
244890,1,1,4,1,1,2,1
244891,2,1,4,1,0,2,1
244892,1,2,200,1,1,1,1
244893,1,1,4,1,0,2,2
244894,1,2,5,2,0,1,9
244895,2,1,40,1,0,1,2
244896,1,1,4,2,0,0,2
244897,3,1,4,2,0,1,2
244898,1,1,26,2,0,2,1
244899,1,1,465,1,0,2,2
244900,1,2,48,1,0,1,3
244901,1,2,4,1,0,1,1
244902,1,1,29,2,0,2,1
244903,1,2,48,1,0,2,9
244904,1,1,31,2,0,2,9
244905,1,2,4,1,0,0,2
244906,1,2,410,2,0,1,2
244907,1,1,4,2,0,0,9
244908,1,2,48,1,0,1,9
244909,1,2,4,1,0,1,1
244910,1,1,48,1,1,0,9
244911,1,2,4,1,1,1,3
244912,1,2,48,1,0,2,2
244913,1,2,48,1,0,1,2
244914,1,2,29,2,0,1,1
244915,1,2,29,1,0,1,2
244916,1,1,4,1,0,2,2
244917,1,2,4,1,0,2,9
244918,1,2,48,1,0,0,3
244919,3,2,4,2,0,0,9
244920,1,1,29,1,0,2,2
244921,1,1,4,1,1,2,1
244922,1,1,4,2,0,2,1
244923,1,1,4,1,0,1,2
244924,1,2,48,1,0,1,2
244925,1,2,49,2,0,0,9
244926,1,2,40,1,0,1,2
244927,1,1,401,1,0,2,1
244928,1,2,4,1,0,0,2
244929,1,2,4,1,0,0,9
244930,1,2,4,1,1,0,2
244931,1,1,13,2,0,0,3
244932,1,1,4,1,0,0,9
244933,3,1,4,1,1,2,2
244934,1,2,4,1,1,2,2
244935,1,1,4,2,0,0,9
244936,1,1,48,1,0,2,1
244937,1,2,6,1,1,0,2
244938,1,2,4,1,1,0,9
244939,1,1,4,1,0,1,2
244940,1,2,4,1,1,1,2
244941,1,1,4,1,0,0,1
244942,1,1,29,1,0,2,3
244943,1,1,4,2,1,2,2
244944,1,1,8,1,0,1,3
244945,1,1,4,1,0,1,2
244946,1,2,13,1,0,1,1
244947,1,2,4,2,1,1,2
244948,1,2,4,1,1,0,1
244949,1,1,48,1,0,2,3
244950,3,1,4,2,0,0,9
244951,1,2,48,2,0,1,1
244952,3,1,4,2,0,0,1
244953,1,1,4,1,0,1,2
244954,1,2,4,2,0,0,1
244955,1,1,4,1,0,2,1
244956,1,2,4,1,0,2,1
244957,1,1,4,1,0,0,2
244958,1,2,200,1,1,2,1
244959,1,1,20,1,0,0,3
244960,1,2,4,1,0,1,1
244961,1,2,27,1,0,1,1
244962,1,2,4,1,1,1,2
244963,1,1,8,1,0,0,9
244964,1,2,5,1,0,1,1
244965,1,1,25,1,0,2,3
244966,3,2,40,1,0,1,2
244967,1,2,6,1,0,0,9
244968,1,2,48,1,0,1,3
244969,1,1,4,2,1,0,1
244970,1,1,36,1,0,1,3
244971,1,1,29,2,0,0,3
244972,1,1,20,2,1,1,2
244973,3,2,4,2,0,0,9
244974,1,1,48,1,0,2,2
244975,3,2,4,2,0,0,1
244976,1,2,5,1,0,2,2
244977,1,1,4,1,1,0,2
244978,2,1,22,1,0,2,3
244979,1,1,19,1,0,1,1
244980,1,2,20,2,0,1,1
244981,1,2,48,1,0,1,2
244982,1,1,4,2,0,1,2
244983,1,2,40,2,0,1,2
244984,1,2,405,1,0,2,2
244985,3,1,4,1,1,0,9
244986,1,1,13,1,0,1,2
244987,1,2,4,2,1,1,2
244988,1,2,25,1,0,2,3
244989,3,1,4,2,0,0,9
244990,1,2,457,1,0,1,2
244991,1,2,4,1,1,0,9
244992,1,2,48,2,0,1,3
244993,1,2,40,1,0,2,2
244994,1,1,4,1,0,0,9
244995,3,2,4,2,0,0,2
244996,1,1,4,1,0,0,9
244997,3,2,4,2,0,1,2
244998,1,1,4,1,1,1,2
244999,1,1,150,1,0,2,3
245000,1,2,55,1,0,1,9
245001,1,1,28,1,0,2,2
245002,1,2,29,1,0,1,2
245003,1,1,40,1,0,0,3
245004,1,1,36,1,0,2,2
245005,1,1,40,1,0,1,2
245006,1,2,31,1,0,1,3
245007,1,1,20,1,0,2,3
245008,1,2,12,1,0,1,2
245009,1,1,200,1,1,2,9
245010,1,2,4,1,1,1,2
245011,1,2,54,1,0,2,2
245012,1,2,40,2,0,1,3
245013,2,2,48,1,0,2,2
245014,2,1,22,1,0,2,2
245015,1,1,48,1,0,2,3
245016,3,1,4,2,0,0,1
245017,1,2,4,1,0,1,2
245018,1,1,200,1,1,2,9
245019,1,1,5,1,0,2,2
245020,1,1,40,1,0,2,3
245021,1,1,29,1,0,2,2
245022,3,2,4,1,1,1,9
245023,1,1,35,1,0,1,2
245024,1,2,48,1,0,1,9
245025,1,1,20,1,0,1,2
245026,1,1,6,1,1,2,2
245027,1,1,18,1,0,2,3
245028,1,1,26,1,0,2,1
245029,1,1,42,1,0,1,2
245030,1,1,4,1,0,0,9
245031,2,1,40,1,0,0,9
245032,3,2,4,2,0,2,2
245033,3,1,4,1,1,1,1
245034,1,2,29,1,0,1,2
245035,1,1,35,1,1,2,9
245036,1,1,4,1,1,0,2
245037,1,2,200,1,1,1,2
245038,1,2,20,1,0,1,2
245039,1,2,40,1,0,1,2
245040,3,1,4,1,0,0,1
245041,1,2,48,1,0,1,3
245042,1,2,4,2,1,0,2
245043,1,1,410,1,0,2,2
245044,1,1,47,1,0,2,2
245045,1,2,4,2,1,1,2
245046,1,1,4,1,0,2,2
245047,1,2,48,1,0,1,9
245048,3,2,4,2,0,1,2
245049,1,2,4,1,0,2,1
245050,1,2,4,1,1,1,1
245051,1,1,200,1,1,1,2
245052,1,1,5,1,0,0,2
245053,1,1,200,1,1,2,2
245054,1,1,4,1,0,2,2
245055,1,1,31,1,0,2,2
245056,1,2,6,1,0,0,9
245057,1,2,29,1,0,2,1
245058,3,2,4,2,0,2,2
245059,1,1,40,1,0,0,9
245060,1,1,4,1,0,1,2
245061,1,1,55,1,0,2,3
245062,1,1,4,1,1,2,2
245063,3,1,4,1,0,2,2
245064,1,1,4,1,1,0,9
245065,1,1,200,1,1,2,2
245066,1,2,48,1,0,1,1
245067,1,2,6,1,1,2,2
245068,1,2,40,1,0,1,1
245069,1,1,20,1,0,0,9
245070,1,2,48,1,0,0,3
245071,1,2,4,1,0,0,9
245072,1,2,48,1,0,1,3
245073,1,2,40,1,0,2,9
245074,2,1,40,2,0,2,3
245075,1,2,21,1,0,1,2
245076,1,1,39,1,0,2,3
245077,1,2,48,2,0,0,3
245078,1,2,27,1,0,1,1
245079,6,2,4,1,0,1,2
245080,1,2,19,1,0,1,2
245081,3,1,4,1,0,2,2
245082,1,2,426,2,0,1,1
245083,1,2,4,2,0,1,2
245084,1,2,4,1,0,0,9
245085,1,1,42,2,0,2,3
245086,1,2,4,1,1,0,2
245087,3,1,4,2,0,0,9
245088,1,1,48,2,0,2,2
245089,1,2,28,1,0,2,2
245090,1,2,150,1,0,2,4
245091,1,2,6,1,0,1,3
245092,1,1,35,1,1,1,2
245093,1,2,4,1,0,0,2
245094,1,2,40,2,0,0,3
245095,2,1,22,1,0,2,2
245096,1,1,1,1,0,2,2
245097,1,2,34,1,0,1,1
245098,3,2,4,2,0,1,2
245099,1,1,21,1,0,2,1
245100,1,1,39,1,0,2,2
245101,1,1,24,1,0,1,1
245102,1,1,4,1,1,0,9
245103,3,2,4,2,0,1,2
245104,1,2,35,1,0,1,2
245105,1,2,38,2,0,0,2
245106,3,1,4,2,0,0,9
245107,1,1,48,1,0,2,3
245108,1,2,4,1,0,1,1
245109,1,2,48,2,0,1,3
245110,1,2,4,1,0,0,9
245111,1,1,44,1,0,1,2
245112,1,2,4,2,0,1,2
245113,1,2,4,2,1,0,2
245114,1,2,48,1,0,1,2
245115,3,2,4,1,0,1,1
245116,1,1,40,1,0,2,3
245117,1,2,20,1,0,2,2
245118,3,1,4,2,0,1,2
245119,3,1,4,2,0,2,2
245120,1,1,29,2,0,2,1
245121,1,1,21,1,0,2,2
245122,1,2,31,1,0,1,2
245123,1,1,29,1,0,2,2
245124,1,1,4,2,0,0,9
245125,1,2,21,1,0,1,2
245126,1,1,4,1,1,2,1
245127,1,1,4,1,0,0,2
245128,1,1,4,1,0,0,2
245129,1,2,4,2,0,1,1
245130,1,2,8,1,0,1,2
245131,1,2,4,1,1,0,2
245132,1,2,29,1,0,2,1
245133,3,1,4,2,0,0,9
245134,3,1,4,2,0,2,1
245135,1,1,39,1,0,2,3
245136,3,1,4,1,0,2,2
245137,1,2,4,1,0,1,1
245138,1,2,4,1,0,2,2
245139,1,1,4,1,1,2,2
245140,1,1,26,1,0,2,3
245141,1,2,1,1,0,1,1
245142,1,2,4,1,0,2,2
245143,1,2,40,1,0,2,3
245144,1,1,4,1,0,1,2
245145,1,2,200,1,1,1,1
245146,1,1,4,1,0,0,9
245147,1,2,35,1,0,2,3
245148,1,2,22,1,0,2,2
245149,1,1,29,1,0,2,1
245150,1,1,35,1,0,0,9
245151,1,1,4,1,0,1,9
245152,1,1,4,1,0,0,9
245153,1,2,4,1,0,1,2
245154,1,1,40,1,0,0,2
245155,1,2,4,1,0,1,2
245156,1,2,4,1,0,1,2
245157,1,1,4,1,0,0,1
245158,1,1,48,1,0,2,3
245159,1,2,6,1,1,0,2
245160,1,1,48,1,0,2,3
245161,1,1,4,2,0,2,2
245162,1,1,4,1,1,2,2
245163,1,2,40,1,0,0,9
245164,1,2,4,1,1,0,2
245165,1,1,4,2,0,0,9
245166,3,2,4,2,0,2,2
245167,1,2,4,1,0,1,2
245168,1,1,40,1,0,2,2
245169,1,1,4,1,0,0,9
245170,1,2,13,1,0,1,9
245171,1,1,29,1,0,0,2
245172,1,1,29,1,0,1,2
245173,1,1,40,2,0,2,3
245174,1,1,4,2,0,2,2
245175,1,1,40,1,0,0,3
245176,3,1,4,2,0,0,9
245177,1,1,4,2,0,0,1
245178,1,1,4,1,0,1,1
245179,1,2,26,1,0,1,2
245180,3,1,4,2,0,0,2
245181,1,1,49,1,0,2,3
245182,1,1,40,1,0,2,1
245183,1,2,13,1,0,1,2
245184,1,1,1,2,0,2,2
245185,1,1,40,1,0,2,9
245186,1,1,4,1,0,1,1
245187,1,2,5,1,0,0,3
245188,1,2,4,1,1,0,9
245189,1,2,13,1,0,1,3
245190,1,2,19,1,0,1,1
245191,4,2,515,1,0,1,3
245192,1,1,40,1,0,0,3
245193,1,2,55,1,0,2,9
245194,1,2,4,1,1,0,1
245195,1,2,4,1,0,0,2
245196,3,2,4,2,0,1,2
245197,1,1,39,1,0,1,9
245198,1,1,6,1,0,2,1
245199,1,1,450,1,0,2,2
245200,1,1,4,1,0,2,9
245201,1,1,4,1,1,0,2
245202,1,1,35,1,1,1,2
245203,3,1,4,2,0,0,9
245204,1,2,200,1,1,2,2
245205,1,2,200,1,1,1,2
245206,1,2,17,1,0,1,1
245207,1,1,48,1,0,2,2
245208,3,1,4,2,0,2,1
245209,1,2,200,1,1,1,1
245210,1,1,4,1,1,2,2
245211,1,2,4,1,1,0,2
245212,1,1,20,1,0,2,2
245213,1,2,17,1,0,1,2
245214,1,2,39,1,0,1,2
245215,1,1,4,1,1,2,1
245216,1,2,200,1,1,1,2
245217,1,2,36,1,0,1,3
245218,1,1,4,1,4,2,2
245219,1,2,31,1,0,1,9
245220,1,2,53,1,0,0,9
245221,1,2,17,1,0,1,3
245222,2,2,5,1,0,1,2
245223,1,1,49,1,0,2,1
245224,1,2,4,1,1,0,9
245225,1,1,31,1,0,2,2
245226,1,2,42,1,0,2,1
245227,2,2,28,1,0,0,9
245228,1,1,17,1,0,0,2
245229,4,1,500,1,0,2,9
245230,1,1,4,1,1,2,2
245231,1,1,18,2,0,2,2
245232,1,1,40,1,0,0,3
245233,1,2,4,1,0,0,2
245234,1,2,5,1,0,1,2
245235,1,2,35,1,1,1,1
245236,3,2,4,2,0,0,2
245237,1,1,4,1,0,1,1
245238,1,1,38,1,0,2,2
245239,1,1,4,1,0,1,2
245240,3,2,4,2,0,2,1
245241,1,2,48,1,1,2,2
245242,1,1,35,1,0,2,2
245243,3,2,4,1,1,1,9
245244,1,2,48,1,0,1,3
245245,1,2,49,1,0,2,2
245246,1,1,200,1,1,2,2
245247,1,1,17,1,0,1,2
245248,1,2,4,1,0,1,1
245249,3,2,4,2,0,0,9
245250,1,2,4,1,0,2,2
245251,3,2,4,2,0,1,2
245252,1,2,49,2,0,1,1
245253,1,1,200,1,1,2,3
245254,1,2,36,1,0,2,3
245255,3,2,4,1,0,1,2
245256,1,1,48,2,0,0,9
245257,1,1,8,1,0,2,2
245258,1,2,8,1,0,2,2
245259,1,2,4,1,0,1,2
245260,1,1,18,1,0,0,2
245261,1,2,4,1,0,0,9
245262,1,2,20,1,0,1,9
245263,1,2,35,1,0,0,9
245264,1,1,200,1,1,2,2
245265,1,1,20,1,0,1,9
245266,1,1,13,1,0,2,3
245267,1,2,4,1,0,1,1
245268,1,1,401,1,0,2,3
245269,1,1,48,1,0,2,3
245270,1,1,9,1,0,2,2
245271,1,2,200,1,1,1,2
245272,1,2,5,1,0,1,2
245273,1,1,4,1,0,0,2
245274,3,1,4,2,0,0,2
245275,1,2,25,1,0,1,9
245276,1,1,20,1,0,2,2
245277,3,1,4,2,0,1,1
245278,1,1,29,1,0,2,3
245279,1,2,4,1,1,0,2
245280,3,1,4,2,0,2,2
245281,1,1,4,1,0,1,1
245282,1,2,4,1,0,1,1
245283,1,1,4,1,1,0,1
245284,1,1,48,1,0,2,3
245285,1,1,5,1,0,2,3
245286,1,1,35,1,0,1,2
245287,1,2,6,1,0,1,2
245288,1,1,150,1,0,2,2
245289,1,2,4,1,1,0,2
245290,1,2,48,1,0,2,9
245291,1,1,39,1,0,2,2
245292,1,2,5,1,0,1,2
245293,1,1,35,1,1,2,2
245294,3,2,4,2,0,0,1
245295,1,1,6,1,0,2,3
245296,1,2,54,1,0,2,1
245297,2,1,48,1,0,2,3
245298,1,2,40,2,0,1,3
245299,1,1,48,1,0,2,1
245300,1,2,4,1,0,1,9
245301,1,2,4,1,0,1,2
245302,1,1,200,1,1,2,2
245303,3,2,4,2,0,0,2
245304,1,2,40,1,0,1,2
245305,1,2,4,2,0,1,2
245306,1,2,452,1,0,1,2
245307,1,2,20,1,0,1,1
245308,1,1,42,1,0,1,2
245309,1,2,4,1,1,2,1
245310,1,1,200,1,1,2,1
245311,1,1,453,1,0,2,3
245312,1,1,4,1,1,2,2
245313,3,2,4,2,0,0,2
245314,1,2,405,1,0,1,2
245315,1,2,40,1,0,1,3
245316,1,2,47,1,0,1,2
245317,3,1,4,2,0,0,2
245318,1,2,6,1,0,0,3
245319,1,1,5,1,0,2,3
245320,1,1,46,1,0,1,2
245321,1,1,29,1,0,2,3
245322,2,2,22,1,0,2,2
245323,1,1,53,1,0,2,1
245324,1,2,49,2,0,1,1
245325,1,2,4,1,0,1,2
245326,1,2,4,1,0,1,2
245327,3,1,4,2,0,2,1
245328,3,2,4,2,0,0,9
245329,1,1,20,1,0,2,1
245330,3,2,200,1,1,1,1
245331,1,1,42,1,0,2,1
245332,3,2,4,2,0,1,2
245333,1,2,40,1,0,1,3
245334,1,2,4,2,0,0,9
245335,1,2,34,1,0,1,2
245336,1,1,4,1,0,0,2
245337,1,2,40,2,0,0,3
245338,1,1,37,1,0,1,2
245339,1,1,48,1,1,1,9
245340,1,2,28,1,1,1,2
245341,3,1,4,2,0,2,1
245342,1,1,31,1,0,2,3
245343,3,2,4,2,0,0,2
245344,1,1,35,1,0,2,3
245345,3,2,4,2,0,0,1
245346,1,2,40,1,0,0,3
245347,3,1,4,1,1,0,2
245348,1,1,21,1,0,2,1
245349,1,2,48,2,0,1,2
245350,1,2,6,2,0,1,3
245351,1,1,29,1,0,2,3
245352,1,1,4,2,0,1,1
245353,1,1,39,1,0,2,2
245354,1,2,40,2,0,0,9
245355,1,2,4,1,1,2,2
245356,1,2,4,1,0,0,9
245357,1,1,200,1,1,2,2
245358,1,1,453,1,0,2,2
245359,3,1,4,2,0,2,2
245360,1,2,4,1,1,0,9
245361,1,1,4,1,1,2,2
245362,1,1,42,1,0,2,3
245363,1,1,29,1,0,2,2
245364,3,1,21,1,0,2,2
245365,1,1,47,1,0,1,2
245366,1,2,35,1,0,1,1
245367,1,1,8,2,0,0,1
245368,1,2,48,1,0,1,1
245369,1,1,48,1,0,2,1
245370,1,1,8,1,0,2,2
245371,1,1,200,1,1,2,2
245372,2,1,48,1,0,2,1
245373,1,1,40,2,0,2,3
245374,1,1,4,1,1,0,9
245375,1,2,55,2,0,1,1
245376,1,2,25,1,0,1,2
245377,1,1,47,1,0,1,2
245378,1,2,5,2,0,1,3
245379,1,1,21,1,0,1,3
245380,3,2,4,2,0,0,1
245381,3,1,4,2,0,2,2
245382,1,1,4,1,0,2,2
245383,1,2,4,1,0,1,2
245384,1,2,6,1,0,1,3
245385,1,2,200,1,1,1,1
245386,1,1,21,2,0,2,2
245387,1,1,4,1,1,1,2
245388,1,1,4,1,0,2,2
245389,1,2,19,1,0,1,9
245390,1,1,4,1,1,2,2
245391,1,2,47,1,0,1,3
245392,1,2,4,1,0,0,9
245393,1,1,5,2,0,0,9
245394,1,1,40,1,0,0,3
245395,1,1,4,1,1,0,9
245396,1,2,4,1,0,0,2
245397,2,1,48,1,0,2,3
245398,1,2,4,1,0,0,9
245399,1,1,4,1,0,2,2
245400,3,1,4,2,0,1,2
245401,1,1,40,1,0,0,9
245402,1,2,4,2,0,2,2
245403,1,2,48,1,0,1,9
245404,1,1,4,1,0,1,3
245405,3,1,4,2,0,2,1
245406,1,2,48,1,0,0,3
245407,1,2,40,1,0,2,2
245408,1,2,4,1,0,2,2
245409,3,1,4,2,0,2,2
245410,1,1,39,1,0,2,2
245411,1,1,26,1,0,2,3
245412,1,1,49,2,0,2,2
245413,1,2,4,1,0,0,9
245414,1,1,35,1,0,2,2
245415,1,1,39,1,0,2,1
245416,1,1,40,1,0,0,2
245417,2,1,48,2,0,2,2
245418,1,2,29,1,0,2,3
245419,1,2,48,1,0,0,3
245420,1,2,29,1,0,1,2
245421,1,2,4,2,0,1,2
245422,1,2,20,1,0,1,2
245423,1,1,27,1,0,2,1
245424,5,1,4,2,0,2,1
245425,1,2,20,1,0,0,2
245426,1,1,4,1,1,2,2
245427,1,1,48,1,0,0,2
245428,1,2,48,1,0,2,3
245429,1,2,35,1,0,1,2
245430,1,2,4,1,0,0,1
245431,1,2,29,1,0,1,9
245432,1,2,4,1,0,0,2
245433,1,1,48,1,0,2,2
245434,1,2,4,1,1,2,2
245435,1,2,8,1,0,2,2
245436,1,2,453,1,0,1,2
245437,1,1,17,1,0,0,2
245438,1,2,4,1,1,0,1
245439,1,1,4,1,0,0,3
245440,1,1,4,1,0,0,2
245441,1,1,4,1,1,0,2
245442,1,1,42,1,0,1,1
245443,1,1,4,1,0,0,9
245444,1,2,200,1,1,1,2
245445,2,2,40,1,0,2,3
245446,1,1,42,2,0,1,2
245447,1,2,18,1,0,1,1
245448,3,1,40,1,0,2,3
245449,1,1,4,2,0,0,1
245450,1,1,26,1,0,1,1
245451,1,2,19,1,0,2,2
245452,1,2,4,1,0,1,2
245453,1,2,4,1,0,1,2
245454,1,1,300,1,4,0,2
245455,1,1,18,1,0,1,2
245456,1,2,19,1,0,1,3
245457,1,1,48,1,0,2,3
245458,1,2,4,1,1,2,2
245459,1,2,29,1,0,1,3
245460,1,1,4,1,0,0,9
245461,3,2,4,2,0,1,1
245462,1,2,4,1,0,0,2
245463,1,2,4,1,0,2,1
245464,1,1,200,1,1,2,2
245465,1,2,4,1,1,0,2
245466,3,1,4,2,0,0,2
245467,1,2,40,1,0,0,3
245468,1,1,4,1,0,2,1
245469,1,2,26,1,0,1,2
245470,1,2,4,1,1,0,1
245471,3,2,4,2,0,0,9
245472,3,2,4,2,0,1,1
245473,1,1,4,1,0,2,2
245474,1,1,35,1,0,2,2
245475,1,1,47,1,0,2,3
245476,1,1,18,1,0,2,3
245477,3,1,4,2,0,1,2
245478,1,2,4,2,0,0,1
245479,1,2,4,1,0,1,1
245480,1,1,4,1,0,0,2
245481,1,2,4,1,0,0,2
245482,1,2,5,2,0,1,9
245483,1,1,4,1,0,0,2
245484,1,2,4,1,0,0,9
245485,1,1,13,1,0,2,9
245486,1,1,4,1,0,0,9
245487,1,2,40,1,0,1,2
245488,1,2,4,1,1,1,2
245489,1,1,200,1,1,2,2
245490,1,2,5,1,0,1,1
245491,1,1,35,2,0,0,9
245492,1,2,4,1,1,1,1
245493,1,1,48,1,0,2,2
245494,3,2,4,2,0,1,2
245495,1,1,48,1,0,2,2
245496,1,2,150,1,0,1,2
245497,1,2,55,1,0,1,2
245498,1,1,19,1,0,0,2
245499,1,2,4,1,1,2,1
245500,1,2,17,1,0,1,1
245501,5,2,4,1,0,0,2
245502,1,1,4,2,1,0,2
245503,1,1,48,1,0,2,2
245504,1,2,8,1,0,1,2
245505,1,1,39,1,0,2,2
245506,1,1,19,1,0,2,2
245507,1,2,4,1,0,1,3
245508,1,2,8,1,0,1,2
245509,1,2,19,1,0,0,9
245510,1,2,4,1,0,1,2
245511,1,1,4,2,0,2,1
245512,3,2,4,2,0,2,1
245513,3,2,4,1,1,2,1
245514,1,1,4,1,1,2,2
245515,1,2,200,1,1,1,1
245516,1,2,4,1,0,2,2
245517,1,1,54,1,0,2,2
245518,1,2,48,1,0,1,3
245519,1,2,4,1,1,1,2
245520,1,1,4,1,0,2,2
245521,3,2,4,1,0,0,2
245522,1,1,4,1,0,0,9
245523,1,2,40,2,0,0,9
245524,1,1,4,1,1,0,2
245525,1,1,200,1,1,2,1
245526,1,2,4,1,0,0,9
245527,1,2,31,1,0,1,2
245528,1,1,29,1,0,2,3
245529,1,1,5,1,0,2,1
245530,1,2,200,1,1,2,2
245531,1,2,40,2,0,1,1
245532,1,2,200,1,1,1,1
245533,1,1,4,1,1,2,1
245534,1,1,26,1,0,2,9
245535,1,2,35,1,0,0,3
245536,1,2,4,1,0,1,2
245537,1,1,4,2,0,0,2
245538,1,1,4,1,1,2,1
245539,1,1,40,1,0,2,3
245540,1,1,24,1,0,1,9
245541,1,1,26,1,0,2,2
245542,1,2,4,2,0,1,2
245543,1,2,4,2,0,0,2
245544,3,1,4,2,0,2,1
245545,1,1,42,1,0,2,2
245546,1,2,200,1,1,1,1
245547,1,2,40,1,0,1,2
245548,1,1,29,1,0,2,9
245549,1,1,4,1,1,0,9
245550,1,2,4,1,0,0,1
245551,1,1,4,1,0,0,9
245552,1,2,37,1,0,2,2
245553,1,1,18,1,0,2,3
245554,1,2,40,1,0,1,9
245555,3,1,4,2,0,2,2
245556,1,2,4,1,1,0,2
245557,1,1,4,1,1,2,2
245558,3,1,4,2,0,2,1
245559,1,2,4,1,4,0,2
245560,1,1,49,2,0,0,9
245561,1,1,4,1,1,0,1
245562,1,1,48,1,0,2,3
245563,3,2,4,2,1,1,1
245564,3,2,4,2,0,0,9
245565,1,2,6,1,0,0,2
245566,1,2,4,1,0,1,2
245567,3,1,4,2,0,0,9
245568,2,2,4,1,0,0,9
245569,1,2,5,1,0,1,3
245570,1,1,4,1,0,0,2
245571,1,2,6,1,0,1,2
245572,1,1,6,2,0,2,1
245573,1,1,4,1,0,1,2
245574,1,2,36,2,0,1,1
245575,1,1,4,1,1,2,2
245576,1,1,4,1,1,2,1
245577,1,1,48,1,0,0,3
245578,1,1,4,1,1,0,1
245579,1,2,30,1,0,1,3
245580,1,1,4,1,0,2,1
245581,1,1,4,1,1,1,2
245582,1,2,4,1,0,1,2
245583,3,1,4,1,0,0,1
245584,1,1,49,2,0,1,1
245585,1,1,17,1,0,1,2
245586,1,2,200,1,1,0,9
245587,1,1,5,1,0,0,9
245588,1,2,48,1,0,1,2
245589,1,2,4,1,0,0,2
245590,3,2,4,2,0,1,2
245591,1,2,48,1,0,2,2
245592,1,1,4,1,0,1,3
245593,1,2,18,1,0,1,1
245594,1,1,6,1,0,2,3
245595,3,1,4,2,0,1,2
245596,3,2,4,1,1,0,9
245597,1,2,4,1,0,0,2
245598,3,1,4,2,0,2,2
245599,1,1,4,1,1,1,2
245600,1,1,51,1,0,2,3
245601,1,2,4,1,1,0,2
245602,1,1,4,1,0,0,1
245603,2,1,51,1,0,2,3
245604,1,2,405,1,0,1,1
245605,1,1,36,1,0,2,2
245606,1,2,4,1,0,0,9
245607,1,1,36,1,0,0,3
245608,1,1,48,1,0,2,3
245609,1,1,4,1,0,2,1
245610,1,1,4,1,0,0,9
245611,1,1,40,2,0,0,3
245612,1,2,5,1,0,1,2
245613,1,1,4,1,1,1,2
245614,3,1,4,2,0,0,2
245615,2,2,13,1,0,2,2
245616,1,2,4,1,0,1,2
245617,1,2,433,2,0,1,2
245618,1,2,4,2,1,1,1
245619,1,1,4,1,1,0,2
245620,1,2,39,1,0,1,3
245621,1,2,17,1,0,1,1
245622,1,2,29,1,0,1,1
245623,1,2,29,2,0,0,3
245624,1,2,4,1,1,0,1
245625,1,2,19,1,0,1,2
245626,1,1,4,1,0,0,9
245627,1,2,4,1,1,1,9
245628,1,1,4,1,1,0,9
245629,3,1,4,2,0,0,1
245630,1,1,4,1,0,0,2
245631,1,1,26,1,0,1,2
245632,1,2,4,1,0,0,1
245633,1,1,200,1,1,2,9
245634,1,2,4,2,0,1,2
245635,1,2,40,1,0,1,2
245636,1,1,4,1,0,0,9
245637,1,1,200,1,1,2,1
245638,1,2,36,1,0,1,3
245639,1,2,41,2,0,0,3
245640,1,1,4,1,0,0,9
245641,3,2,4,2,0,1,2
245642,1,1,4,2,1,0,9
245643,1,1,21,1,0,0,9
245644,1,2,4,1,0,1,2
245645,1,2,4,1,0,0,2
245646,3,2,4,2,0,2,2
245647,1,2,4,2,1,0,2
245648,1,2,4,1,0,1,9
245649,1,1,4,1,0,0,1
245650,1,2,47,1,0,1,2
245651,1,2,36,1,0,1,2
245652,1,2,48,1,0,1,2
245653,1,1,4,1,1,0,2
245654,1,1,4,1,0,2,9
245655,1,2,37,1,0,2,2
245656,3,1,4,2,0,2,2
245657,1,2,27,1,0,1,3
245658,1,2,4,1,1,0,9
245659,1,2,48,2,0,0,3
245660,1,1,25,2,0,2,3
245661,1,1,4,1,1,1,1
245662,1,2,4,2,0,1,2
245663,1,1,31,1,0,1,2
245664,1,2,20,1,0,1,3
245665,1,2,4,1,0,2,2
245666,1,1,200,1,1,2,2
245667,1,2,21,1,0,1,2
245668,1,1,4,1,1,2,1
245669,1,2,4,1,1,0,1
245670,1,2,6,2,0,1,2
245671,1,1,19,1,0,1,2
245672,1,1,4,1,1,0,2
245673,1,1,50,1,0,1,9
245674,1,1,35,1,0,1,1
245675,1,1,4,2,0,2,1
245676,1,2,4,2,0,0,1
245677,1,2,29,1,0,1,3
245678,1,2,27,1,0,2,3
245679,1,2,4,1,1,1,1
245680,1,1,200,1,1,1,2
245681,1,2,4,1,0,2,2
245682,1,1,35,1,0,2,1
245683,2,1,48,1,0,2,3
245684,1,2,4,1,0,1,2
245685,1,2,29,1,0,2,3
245686,3,2,4,1,0,1,2
245687,1,2,20,1,0,1,2
245688,1,2,17,1,0,1,2
245689,1,2,40,2,0,1,3
245690,1,1,17,1,0,2,1
245691,1,2,200,2,1,1,2
245692,1,2,4,1,0,0,9
245693,1,2,6,1,0,2,2
245694,1,2,4,1,1,2,1
245695,1,2,29,1,0,1,2
245696,1,1,4,1,0,0,2
