ID,F37,F41,F2,F17,F22,F32,F47,F1,F3,F5,F9,F10,F11,F12,F13,F15,F18,F21,F23,F25,F30,F33,F36,F43,F50
244671,1,1,0,9,995,0,0,3,19,0,999,0,3,4,1,1,0,999998,0,6,3,0,2,2,0
244672,1,2,0,9,995,0,0,25,4,0,999,8,3,4,1,1,0,0,1,1,2,0,1,1,0
244673,1,2,0,9,995,0,0,78,48,0,999,0,3,1,1,1,0,0,1,5,1,0,1,1,0
244674,1,2,0,9,995,0,0,55,4,0,999,2,3,1,1,1,0,0,1,5,1,0,1,2,0
244675,1,2,0,9,995,0,0,20,17,0,999,6,3,2,2,1,0,0,1,1,3,0,2,1,0
244676,1,2,0,9,995,0,0,8,4,0,999,1,3,5,1,1,0,999998,0,6,2,0,2,2,0
244677,1,1,0,9,120,0,0,42,5,0,999,7,1,3,1,1,0,0,2,1,1,0,1,1,52
244678,1,2,0,9,995,0,0,10,200,3,999,2,3,8,1,1,1,999998,0,6,1,0,2,2,0
244679,1,1,0,9,11,0,0,47,4,0,15,1,1,12,2,1,0,180,2,1,1,0,1,1,52
244680,3,1,0,9,995,0,0,5,4,0,999,0,3,8,2,1,0,999998,0,6,1,0,1,1,0
244681,1,1,0,9,995,0,0,45,47,0,999,6,3,4,1,1,0,1100,1,1,2,0,1,1,50
244682,1,1,0,9,87,0,0,47,34,0,999,1,1,5,1,1,0,25,2,1,2,0,2,2,19
244683,1,2,0,9,995,0,0,13,4,0,999,2,3,4,2,1,0,999998,0,6,1,0,1,1,0
244684,1,1,0,9,102,0,0,52,4,0,999,2,1,5,1,1,0,1020,2,1,1,0,1,1,36
244685,1,2,0,9,995,0,0,46,4,0,999,10,3,4,1,1,0,560,1,1,2,0,1,2,0
244686,1,2,0,9,995,0,0,16,4,0,999,4,3,5,1,1,0,0,1,6,2,0,2,1,0
244687,1,2,0,9,995,0,0,47,29,0,999,1,3,3,1,1,0,0,1,1,1,0,1,2,0
244688,1,2,0,9,995,0,0,5,4,0,999,0,3,5,2,1,0,999998,0,6,2,0,1,1,0
244689,1,1,0,9,14,0,0,24,48,0,999,2,1,3,1,1,0,990,2,1,3,0,2,1,52
244690,1,2,0,9,995,0,0,5,4,0,999,0,3,6,1,1,1,999998,0,6,9,0,2,2,0
244691,1,2,0,9,995,0,0,38,48,0,999,6,3,2,1,1,0,0,1,1,1,0,1,2,0
244692,1,2,0,9,995,0,0,36,21,0,999,4,3,4,1,1,0,0,1,1,2,0,1,1,0
244693,1,2,0,9,995,0,0,15,40,0,999,2,3,4,1,1,0,0,1,6,1,0,2,2,0
244694,1,1,0,9,113,0,0,38,20,0,999,4,1,3,1,1,0,1200,2,1,2,0,2,2,52
244695,3,2,0,9,995,0,0,5,4,0,999,0,3,6,2,1,0,999998,0,6,2,0,1,1,0
244696,1,1,0,9,995,0,0,7,4,0,999,1,3,5,2,1,0,999998,0,6,1,0,2,1,0
244697,1,1,0,9,995,0,0,18,40,0,999,2,3,5,2,1,0,0,1,6,3,0,2,1,0
244698,1,1,0,9,100,0,0,31,31,0,999,6,1,5,1,1,0,1800,2,1,1,0,1,1,52
244699,1,2,0,9,995,0,0,28,5,0,999,2,3,5,1,1,0,0,1,1,2,0,2,1,0
244700,3,1,0,9,995,0,0,2,4,0,999,0,3,5,2,1,0,999998,0,6,9,0,1,1,0
244701,1,2,0,9,995,0,0,33,4,0,999,2,3,9,1,1,1,0,1,1,2,0,1,1,0
244702,1,2,0,9,995,0,0,45,20,0,999,2,3,3,1,1,0,0,1,5,3,0,2,2,0
244703,1,2,0,9,124,0,0,23,4,0,999,10,1,4,1,1,0,180,2,6,2,1,2,1,30
244704,1,1,0,9,995,0,0,3,4,0,999,99,3,7,1,1,1,999998,0,6,9,0,2,1,0
244705,1,2,0,9,995,0,0,8,4,0,999,1,3,6,1,1,0,0,0,6,1,1,2,1,0
244706,1,2,0,9,995,0,0,43,4,0,999,3,3,9,1,1,0,0,1,1,2,0,1,1,0
244707,1,1,0,9,1,0,0,24,4,0,999,6,1,1,2,1,0,1456,2,6,2,0,2,1,50
244708,1,2,0,9,995,0,0,37,40,0,999,1,3,3,1,1,0,0,1,1,2,0,2,2,0
244709,1,2,23,9,995,0,0,31,4,0,999,6,3,4,1,1,0,0,1,1,2,3,1,1,0
244710,1,2,0,9,995,0,0,8,4,0,999,1,3,5,2,1,0,999998,0,6,1,0,2,1,0
244711,1,2,0,9,995,0,0,14,35,0,999,2,3,3,1,1,0,0,1,6,1,0,1,1,0
244712,1,2,0,9,995,0,0,1,4,0,999,2,3,6,1,1,0,999998,0,6,9,0,1,1,0
244713,1,2,0,9,995,0,0,3,4,0,999,0,3,3,1,1,0,999998,0,6,9,0,1,1,0
244714,1,1,0,9,119,0,0,27,4,0,36,99,2,4,1,1,0,0,2,1,1,0,1,2,0
244715,1,2,0,9,995,0,0,50,31,0,999,8,3,4,1,1,0,0,1,1,2,0,1,2,0
244716,3,2,0,9,995,0,0,32,4,0,999,1,3,1,2,1,0,0,1,4,2,0,1,1,0
244717,1,1,0,9,995,0,0,2,4,0,999,99,3,4,1,1,0,999998,0,6,9,0,2,1,0
244718,1,1,0,9,75,0,0,58,6,0,999,2,1,4,1,1,0,0,2,1,1,0,1,1,30
244719,1,2,0,9,995,0,0,44,29,0,999,4,3,4,1,1,0,0,1,1,2,0,1,1,0
244720,1,1,0,9,90,0,0,27,4,0,999,2,1,6,1,1,1,1000,2,1,2,0,1,2,45
244721,1,1,0,9,11,0,0,45,28,0,84,2,1,3,1,1,0,620,2,1,2,0,2,2,22
244722,1,1,0,9,995,0,0,53,200,4,999,1,3,7,1,1,1,0,1,1,2,0,2,2,0
244723,1,2,0,9,126,0,0,31,4,0,999,4,1,3,1,1,0,600,2,1,2,0,1,2,39
244724,1,1,0,9,1,0,0,56,4,0,999,2,1,7,2,1,0,620,2,1,1,0,1,1,44
244725,1,2,0,9,995,0,0,41,5,0,999,2,3,3,1,1,0,0,1,1,2,0,2,1,0
244726,1,2,0,9,995,0,0,9,40,0,999,1,3,3,1,1,0,999998,0,6,2,0,2,1,0
244727,1,2,0,9,995,0,0,11,4,0,999,1,3,5,2,1,0,0,0,6,1,0,1,1,0
244728,1,2,0,9,118,0,0,26,48,0,999,2,1,1,1,1,0,0,2,2,3,0,2,1,6
244729,1,1,0,9,1,0,0,17,29,0,13,2,2,3,2,1,0,0,2,6,3,1,1,1,0
244730,1,1,0,9,1,0,0,33,34,0,999,2,1,6,2,1,0,350,2,1,2,0,2,1,43
244731,1,1,0,9,1,0,0,34,29,0,999,2,1,1,2,1,0,1600,2,4,2,0,2,1,52
244732,1,2,0,9,995,0,0,53,200,2,999,2,3,1,1,1,1,0,1,6,1,0,1,2,0
244733,1,1,0,9,127,0,0,44,150,2,999,6,1,3,1,1,0,720,2,5,3,0,2,2,32
244734,1,1,0,9,5,0,0,24,40,0,22,2,2,9,2,1,0,1990,2,6,3,0,2,1,40
244735,1,2,0,9,995,0,0,60,200,3,999,11,3,4,1,1,1,0,1,5,3,0,2,2,0
244736,1,1,0,9,1,0,0,35,200,3,999,1,1,12,2,1,1,920,2,1,2,0,2,1,26
244737,1,2,0,9,120,0,0,21,200,3,999,2,1,7,1,1,1,360,2,6,2,0,2,2,52
244738,1,1,0,9,1,0,0,22,4,0,52,2,2,4,1,1,1,1200,2,6,2,0,1,1,40
244739,1,2,0,9,118,0,0,18,28,0,999,6,1,1,1,1,0,0,2,6,2,0,2,2,15
244740,1,1,0,9,91,0,0,23,4,0,999,2,1,5,1,1,1,999998,2,6,1,0,1,1,0
244741,1,1,0,9,1,0,0,33,200,4,999,2,1,4,1,1,1,2200,2,1,2,0,2,2,0
244742,2,2,0,9,995,0,0,33,6,0,999,1,3,5,2,1,0,0,1,4,3,0,2,1,0
244743,1,1,0,9,995,0,0,7,4,0,999,1,3,6,1,1,0,999998,0,6,9,0,2,1,0
244744,1,1,0,9,1,0,0,46,18,0,999,7,1,2,2,1,0,252,2,1,9,0,2,1,26
244745,1,2,0,9,91,0,0,28,48,0,999,2,1,4,1,1,0,0,2,1,3,0,2,2,0
244746,3,1,0,9,995,0,0,0,4,0,999,2,3,10,2,1,0,999998,0,6,9,0,1,1,0
244747,1,1,0,9,104,0,0,20,20,0,999,6,1,1,1,1,0,0,2,6,9,0,2,1,0
244748,1,2,0,9,995,0,0,59,17,0,999,2,3,3,1,1,0,0,1,1,2,0,1,1,0
244749,1,1,0,9,995,0,0,26,6,0,999,10,3,1,1,1,0,0,1,6,3,0,2,2,0
244750,1,2,0,9,995,0,0,18,4,0,999,2,3,2,1,1,0,0,1,1,1,0,1,2,0
244751,1,1,0,9,124,0,0,17,35,0,999,2,1,3,1,1,0,90,2,1,3,0,1,2,24
244752,1,1,0,9,5,0,0,28,19,0,999,6,1,1,1,1,0,2100,2,6,2,0,1,2,50
244753,1,1,0,9,1,0,0,67,17,0,999,4,1,2,2,1,0,1800,2,1,1,0,1,1,52
244754,1,1,0,9,995,0,0,17,16,0,999,4,3,2,1,1,0,0,1,6,1,0,2,2,0
244755,1,1,0,9,995,0,0,15,48,0,999,2,3,5,1,1,0,0,1,6,3,0,2,1,0
244756,1,1,0,9,93,0,0,44,17,0,999,6,1,1,1,1,0,1500,2,2,3,0,2,2,52
244757,1,1,0,9,995,0,0,9,4,0,999,1,3,5,1,1,0,999998,0,6,1,0,1,2,0
244758,1,2,0,9,995,0,0,11,4,0,999,2,3,4,1,1,0,999998,0,6,3,0,1,1,0
244759,1,2,0,9,995,0,0,39,200,3,999,2,3,3,1,1,1,0,1,1,9,0,2,1,0
244760,1,1,0,9,119,0,0,22,29,0,36,6,2,6,1,1,0,999998,2,6,2,0,2,1,0
244761,3,1,0,9,1,0,0,14,4,0,999,2,1,8,2,1,0,0,2,6,2,0,1,1,52
244762,1,1,0,9,64,0,0,22,17,0,999,6,3,3,1,1,0,252,1,6,2,0,2,2,30
244763,1,1,0,9,995,0,0,8,54,0,999,1,3,6,1,1,0,999998,0,6,3,0,2,1,0
244764,1,1,0,9,995,0,0,7,48,0,999,1,3,6,1,1,0,999998,0,6,3,0,2,2,0
244765,1,2,0,9,995,0,0,25,4,0,999,1,3,3,2,1,0,0,1,5,2,0,2,1,0
244766,1,1,0,9,5,0,9,57,18,0,999,6,1,10,1,1,0,1456,2,1,1,1,1,1,52
244767,1,2,0,9,995,0,0,39,300,4,999,1,3,8,1,1,4,0,1,1,2,0,2,1,0
244768,1,1,0,9,124,0,1,36,56,0,999,11,1,2,1,1,0,0,2,1,9,1,2,1,30
244769,1,2,0,9,995,0,0,50,4,0,999,2,3,5,1,1,0,0,1,1,2,0,1,1,0
244770,3,2,0,9,995,0,0,20,4,0,999,2,3,3,1,1,1,0,1,1,2,0,1,1,0
244771,1,2,17,9,995,0,0,26,4,0,999,4,3,3,1,1,0,300,1,1,2,4,1,1,12
244772,1,1,0,9,995,0,0,9,4,0,999,1,3,4,1,1,0,999998,0,6,3,0,2,2,0
244773,3,1,0,9,995,0,0,5,4,0,999,0,3,8,2,1,0,999998,0,6,9,0,1,1,0
244774,1,1,0,9,995,0,0,9,4,0,999,1,3,3,1,1,0,999998,0,6,9,0,2,2,0
244775,3,2,0,9,995,0,0,42,4,0,999,2,3,5,2,1,0,0,1,1,1,0,1,1,0
244776,1,2,0,9,995,0,0,39,28,0,999,2,3,5,1,1,0,0,1,1,2,0,1,1,0
244777,3,2,0,9,995,0,0,7,4,0,999,1,3,6,1,1,1,0,0,6,1,0,1,1,0
244778,1,1,0,9,995,0,0,1,4,0,999,0,3,10,1,1,0,999998,0,6,9,0,2,2,0
244779,1,2,0,9,995,0,0,41,4,0,999,1,3,4,1,1,1,0,1,1,3,0,2,2,0
244780,1,2,20,9,995,0,0,22,35,0,999,4,3,7,1,1,0,999998,1,1,2,1,2,2,0
244781,1,1,0,9,102,0,0,64,414,2,999,2,1,2,1,1,0,0,2,1,1,0,1,2,52
244782,1,1,0,9,116,0,0,36,200,3,999,2,1,5,1,1,1,1560,2,1,1,0,1,2,48
244783,1,2,0,9,995,0,0,18,4,0,999,6,3,8,1,1,0,0,1,6,2,0,2,2,0
244784,1,2,0,9,995,0,0,43,48,0,999,6,3,2,1,1,0,0,1,1,2,0,1,1,0
244785,1,1,0,9,11,0,0,42,5,0,999,2,1,4,1,1,0,400,2,1,1,0,1,1,26
244786,3,2,0,9,995,0,0,37,40,0,999,8,3,1,1,1,0,0,1,5,1,0,1,1,0
244787,1,2,0,9,999,0,0,24,35,0,999,10,3,2,1,1,0,700,1,1,1,0,1,2,0
244788,3,2,0,9,995,0,0,5,4,0,999,0,3,7,2,1,0,999998,0,6,2,0,1,1,0
244789,1,1,0,9,89,0,0,53,401,2,999,4,1,1,1,2,0,2200,2,6,9,0,1,2,26
244790,1,2,0,9,995,0,0,43,40,0,999,2,3,5,1,1,0,0,1,1,1,0,2,1,0
244791,1,1,0,9,1,0,0,52,53,0,18,1,2,4,1,1,0,625,2,1,1,0,1,1,30
244792,1,2,0,9,995,0,0,15,4,0,999,3,3,3,1,1,0,0,1,6,1,0,1,2,0
244793,1,2,0,9,995,0,0,18,31,0,999,5,3,6,1,1,0,0,1,6,3,0,2,2,0
244794,3,2,0,9,995,0,0,37,4,0,999,2,3,6,2,1,0,0,1,1,2,0,1,1,0
244795,1,2,0,9,995,0,0,10,6,0,999,1,3,4,1,1,0,999998,0,6,2,0,2,1,0
244796,1,1,0,9,11,0,0,19,35,0,18,5,2,3,1,1,0,0,2,6,3,0,1,2,52
244797,1,2,0,9,995,0,0,22,48,0,999,2,3,5,1,1,0,0,1,1,3,0,1,1,0
244798,1,1,0,9,995,0,0,12,4,0,999,2,3,5,2,1,0,999998,0,6,2,0,2,1,0
244799,3,2,0,9,995,0,0,30,4,0,999,2,3,6,1,1,0,0,1,1,3,0,1,1,0
244800,1,2,0,9,118,0,0,57,4,0,999,1,1,1,1,1,0,0,2,6,1,0,2,1,0
244801,1,2,0,9,995,0,0,8,4,0,999,1,3,5,1,1,0,999998,0,6,1,0,1,2,0
244802,1,2,0,9,995,0,0,50,200,2,999,2,3,3,1,1,1,0,1,1,1,0,2,1,0
244803,2,2,0,9,995,0,0,73,29,0,20,2,3,2,2,1,0,0,1,5,2,0,1,1,0
244804,1,2,0,9,995,0,0,26,4,0,999,2,3,2,1,1,0,0,1,1,1,0,2,2,0
244805,3,2,0,9,995,0,0,44,4,0,999,2,3,10,2,1,0,0,1,1,1,0,1,1,0
244806,2,1,0,9,1,0,0,14,4,0,999,2,1,6,1,1,0,1200,2,6,2,0,1,1,40
244807,1,2,0,9,995,0,0,25,4,0,999,3,3,8,1,1,0,0,1,1,3,0,2,1,0
244808,3,1,0,9,998,0,0,19,4,0,39,0,2,9,2,1,0,260,2,2,2,0,1,1,52
244809,1,2,0,9,995,0,0,39,300,4,999,1,3,8,1,1,4,0,1,1,2,0,2,1,0
244810,3,2,0,9,995,0,0,8,4,0,999,1,3,7,2,1,0,999998,0,6,1,0,1,1,0
244811,3,1,0,9,995,0,0,12,4,0,999,0,3,7,2,1,0,999998,0,6,2,0,1,1,0
244812,3,1,0,9,995,0,0,58,4,0,999,0,3,5,2,1,0,0,1,1,2,0,1,1,0
244813,1,2,0,9,995,0,0,1,4,0,999,0,3,4,1,1,1,999998,0,6,9,0,1,2,0
244814,1,1,0,9,995,0,0,7,4,0,999,1,3,7,1,1,0,999998,0,6,2,0,1,1,0
244815,1,2,0,9,995,0,0,65,18,0,999,99,3,3,1,1,1,0,1,1,2,0,2,2,0
244816,1,1,0,9,995,0,0,68,4,0,999,1,3,1,1,1,0,0,1,6,2,0,2,2,0
244817,1,2,0,9,995,0,0,55,24,0,999,2,3,2,1,1,0,0,1,1,2,0,2,1,0
244818,1,1,0,9,1,0,0,28,40,0,10,2,2,4,1,1,0,1000,2,1,3,0,2,1,39
244819,1,1,0,9,995,0,0,13,4,0,999,1,3,6,1,1,1,999998,0,6,1,0,1,1,0
244820,1,2,0,9,118,0,0,23,35,0,999,6,3,3,1,1,0,300,1,6,2,0,1,1,26
244821,1,1,0,9,97,0,0,18,42,0,999,2,1,7,1,1,0,0,2,6,2,0,2,2,2
244822,1,2,0,9,995,0,0,63,48,0,999,6,3,2,1,1,0,0,1,1,1,0,1,2,0
244823,1,2,0,9,118,0,0,25,40,0,999,5,1,7,1,1,0,945,2,6,2,0,2,1,52
244824,1,1,0,9,79,0,0,73,26,0,999,1,1,2,1,1,0,45,2,5,2,0,2,2,16
244825,3,1,0,9,125,0,0,27,51,0,999,9,1,1,1,4,0,1800,2,6,3,0,0,1,36
244826,1,2,0,9,995,0,0,36,5,0,999,2,3,5,1,1,0,0,1,1,3,0,2,2,0
244827,3,2,0,9,995,0,0,20,4,0,999,0,3,1,1,6,0,970,1,6,2,0,0,2,39
244828,1,1,0,9,75,0,0,31,4,0,999,5,1,6,1,1,0,900,2,1,2,0,2,1,52
244829,1,1,0,9,995,0,0,2,4,0,999,0,3,7,1,1,0,999998,0,6,2,0,2,1,0
244830,1,2,0,9,995,0,0,40,48,0,999,6,1,3,1,1,0,0,2,1,1,0,2,1,0
244831,1,2,0,9,995,0,0,47,48,0,999,2,1,1,1,1,0,0,2,2,2,0,2,2,0
244832,1,2,0,9,995,0,0,24,48,0,999,2,3,6,2,1,0,0,1,6,3,0,2,1,0
244833,1,2,0,9,995,0,0,60,37,0,999,2,3,2,2,1,0,0,1,1,1,0,1,1,0
244834,1,1,0,9,6,0,0,31,4,0,999,2,1,4,1,1,0,1800,2,1,1,0,1,2,52
244835,1,2,0,9,995,0,0,3,48,0,999,0,3,4,1,1,0,999998,0,6,9,0,1,1,0
244836,1,1,0,9,11,0,0,37,4,0,9,2,1,8,1,1,0,0,2,1,1,0,1,1,0
244837,1,2,0,9,124,0,0,20,21,0,999,2,1,1,1,3,0,0,2,6,9,0,0,2,52
244838,1,1,0,9,995,0,0,12,6,0,999,1,3,4,2,1,1,999998,0,6,1,0,2,1,0
244839,1,2,0,9,995,0,0,3,4,0,999,0,3,4,1,1,0,999998,0,6,9,0,1,1,0
244840,1,2,0,9,995,0,0,24,4,0,999,2,3,3,1,1,1,0,1,1,2,0,2,2,0
244841,1,2,0,9,118,0,0,1,4,0,999,0,3,5,1,1,0,999998,0,6,3,0,2,1,0
244842,1,2,0,9,995,0,0,19,40,0,999,2,3,7,1,1,0,0,1,6,2,0,2,2,0
244843,1,1,0,9,995,0,0,9,40,0,999,1,3,8,1,1,0,999998,0,6,2,0,2,1,0
244844,1,1,0,0,87,0,0,81,29,0,999,4,1,4,2,1,0,0,2,5,2,0,2,1,52
244845,1,1,0,9,75,0,9,46,48,0,999,2,1,3,1,1,0,1980,2,1,3,1,2,2,52
244846,1,2,0,9,995,0,0,58,48,0,999,2,3,4,1,1,0,0,1,1,2,0,2,1,0
244847,1,2,0,9,995,0,0,27,40,0,999,4,3,4,1,1,0,0,1,1,2,0,2,2,0
244848,1,1,0,9,30,0,0,34,40,0,999,3,1,14,1,1,0,624,2,1,1,0,1,1,39
244849,3,1,0,9,1,0,9,23,4,0,999,0,1,5,2,1,0,0,2,1,2,1,1,1,40
244850,1,2,0,9,995,0,0,42,26,0,999,6,3,2,1,1,0,0,1,1,1,0,1,1,0
244851,1,1,0,9,13,0,0,40,4,0,999,4,1,4,1,1,0,364,2,1,2,0,2,2,12
244852,1,1,0,9,124,0,0,49,29,0,999,10,1,5,1,1,0,638,2,1,1,0,2,2,52
244853,1,1,0,9,995,0,0,10,4,0,999,1,3,5,1,1,0,999998,0,6,2,0,1,2,0
244854,1,1,0,9,1,0,0,36,53,0,999,2,1,1,1,1,0,1800,2,4,1,0,2,1,52
244855,1,2,0,9,39,0,0,43,18,0,999,2,1,4,1,1,0,198,2,1,2,0,2,1,12
244856,1,2,0,9,995,0,0,5,4,0,999,0,3,7,1,1,1,999998,0,6,2,0,1,1,0
244857,1,1,0,9,995,0,0,14,6,0,999,2,3,7,1,1,1,999998,1,6,2,0,2,1,0
244858,1,1,0,9,11,0,0,35,36,0,999,6,1,3,1,1,0,860,2,1,2,0,2,1,30
244859,1,2,0,9,116,0,0,36,200,3,999,0,1,1,1,6,1,0,2,4,2,0,0,1,52
244860,1,1,0,9,995,0,0,13,53,0,999,2,3,5,1,1,0,999998,0,6,2,0,1,1,0
244861,3,2,0,9,995,0,0,18,4,0,999,1,3,9,1,1,0,0,1,6,1,0,1,1,0
244862,1,2,0,6,995,0,0,10,38,0,999,1,3,5,1,1,0,999998,0,6,3,0,1,1,0
244863,3,2,0,9,995,0,0,15,4,0,999,0,3,2,2,1,0,0,1,6,2,0,1,1,0
244864,1,1,0,9,16,0,0,70,4,0,999,2,1,1,1,2,1,0,2,2,9,0,2,1,36
244865,1,2,0,9,102,0,0,19,4,0,999,4,1,8,2,1,0,1100,2,6,1,0,2,1,52
244866,1,1,0,9,102,0,0,50,36,0,999,2,1,3,1,1,0,208,2,1,2,0,1,2,32
244867,1,2,0,9,995,0,0,21,200,4,999,3,3,4,1,1,1,0,1,6,2,0,2,2,0
244868,1,1,0,9,995,0,0,11,40,0,999,1,3,5,1,1,0,999998,0,6,2,0,1,2,0
244869,1,2,0,9,995,0,0,4,48,0,999,0,3,7,1,1,0,999998,0,6,2,0,2,2,0
244870,3,1,0,9,995,0,0,1,4,0,999,0,3,8,2,1,0,999998,0,6,9,0,1,1,0
244871,1,1,0,9,995,0,0,2,4,0,999,0,3,6,1,1,1,999998,0,6,9,0,2,1,0
244872,1,2,0,9,995,0,0,28,40,0,999,5,3,5,1,1,0,0,1,1,1,0,1,1,0
244873,1,1,0,9,5,0,0,40,48,0,999,1,1,5,1,1,0,780,2,1,2,0,1,1,52
244874,1,1,0,9,48,0,0,64,48,0,13,2,1,1,1,4,0,250,2,6,2,0,0,2,45
244875,1,1,0,9,125,0,0,24,48,0,999,5,1,6,1,1,0,3000,2,6,3,0,1,2,48
244876,1,2,0,9,995,0,0,16,17,0,999,6,3,4,2,1,0,0,1,6,2,0,1,1,0
244877,3,2,0,9,21,0,0,39,4,0,999,0,1,7,2,1,0,234,2,1,2,1,1,1,16
244878,1,1,0,9,91,0,0,45,4,0,999,2,1,4,1,1,0,0,2,1,1,0,1,1,30
244879,1,2,0,9,995,0,0,56,20,0,999,4,3,1,1,1,0,0,1,5,3,0,2,2,0
244880,1,2,0,9,995,0,0,29,35,0,999,3,3,2,2,1,0,0,1,1,3,0,2,1,0
244881,5,2,0,9,995,0,0,35,500,3,999,2,3,3,2,1,0,0,1,1,2,0,2,1,0
244882,1,2,0,9,995,0,0,39,4,0,999,2,3,9,1,1,0,0,1,1,2,0,1,1,0
244883,1,2,0,9,97,0,0,36,200,3,999,8,1,6,1,1,1,780,2,1,2,0,2,2,52
244884,1,2,0,9,995,0,0,53,31,0,999,2,3,2,1,1,0,0,1,6,2,0,2,2,0
244885,3,1,0,9,995,0,0,10,4,0,999,1,3,6,2,1,0,999998,0,6,2,0,1,1,0
244886,1,1,0,9,995,0,0,75,453,2,999,11,1,1,1,1,0,1800,2,2,1,0,1,1,52
244887,1,1,0,9,995,0,0,7,4,0,999,0,3,10,1,1,1,999998,0,6,2,0,2,1,0
244888,1,2,0,9,995,0,0,72,47,0,999,0,3,2,1,1,0,0,1,5,2,0,2,2,0
244889,1,1,0,9,995,0,0,7,4,0,999,1,3,8,1,1,1,999998,0,6,9,0,2,2,0
244890,1,1,0,9,91,0,0,20,4,0,999,3,1,9,2,1,0,2152,2,6,1,0,2,1,52
244891,2,1,0,9,999,0,0,40,17,0,999,1,1,4,2,1,0,0,2,5,2,0,1,1,52
244892,1,2,0,9,995,0,0,65,19,0,999,2,3,1,1,1,0,0,1,6,1,0,1,1,0
244893,1,1,0,9,11,0,0,53,13,0,999,10,1,1,1,1,0,1600,2,4,3,0,1,2,50
244894,1,2,17,9,995,0,0,40,48,0,999,6,3,3,1,1,0,0,1,1,3,1,2,1,0
244895,2,1,0,9,995,0,0,2,35,0,999,0,3,5,1,1,0,999998,0,6,9,0,2,1,0
244896,1,1,0,9,995,0,0,3,35,0,999,0,3,7,1,1,0,999998,0,6,9,0,1,2,0
244897,3,1,0,9,995,0,0,57,4,0,999,1,3,13,2,1,0,0,1,1,1,0,1,1,0
244898,1,1,0,9,1,0,0,16,28,0,4,2,2,2,1,6,0,0,2,6,2,0,0,1,0
244899,1,1,0,4,95,0,0,41,4,0,54,2,1,6,1,1,0,0,2,1,1,0,1,2,0
244900,1,2,0,9,995,0,0,2,4,0,999,0,3,1,1,1,0,999998,0,1,9,0,2,2,0
244901,1,2,0,9,995,0,0,17,21,0,999,6,3,6,2,1,0,0,1,6,2,0,1,1,0
244902,1,1,0,9,116,0,0,33,40,0,32,7,2,1,1,4,0,458,2,6,3,0,0,2,24
244903,1,2,0,9,118,0,0,45,26,0,999,2,1,1,1,1,0,0,2,4,1,0,1,2,16
244904,1,1,0,9,1,0,0,47,47,0,8,2,2,5,1,1,0,1800,2,1,2,0,2,2,50
244905,1,2,0,9,995,0,0,15,4,0,999,2,3,3,1,1,1,0,1,6,2,0,2,1,0
244906,1,2,0,9,995,0,0,23,4,0,999,2,3,2,1,1,0,0,1,1,2,0,2,2,0
244907,1,1,0,9,995,0,0,26,4,0,999,6,1,4,1,1,0,900,2,6,2,0,2,2,46
244908,1,2,0,9,995,0,0,28,40,0,999,4,3,5,1,1,0,0,1,1,2,0,1,1,0
244909,1,2,0,9,131,0,0,44,4,0,999,10,1,3,1,1,0,0,2,1,2,0,1,2,0
244910,1,1,0,9,995,0,0,5,4,0,999,0,3,5,1,1,0,999998,0,6,1,0,1,1,0
244911,1,2,0,9,995,0,0,22,200,4,999,1,3,11,1,1,1,0,1,1,2,0,2,2,0
244912,1,2,0,9,102,0,0,33,4,0,999,2,1,7,1,1,1,400,2,6,2,0,2,2,32
244913,1,2,0,9,995,0,0,30,47,0,999,6,3,5,1,1,0,600,1,4,3,0,2,1,24
244914,1,2,0,9,995,0,0,26,4,0,999,4,3,3,1,1,0,0,1,1,1,0,1,2,0
244915,1,2,0,9,995,0,0,33,26,0,999,4,3,2,1,1,0,0,1,1,2,0,1,1,0
244916,1,1,0,9,39,0,0,60,20,0,999,4,1,2,1,1,0,0,2,1,1,0,1,1,52
244917,1,2,0,9,998,0,0,47,48,0,999,2,1,2,1,1,0,0,2,1,3,0,2,2,13
244918,1,2,0,9,995,0,0,28,4,0,999,2,3,6,1,1,1,0,1,1,2,0,1,1,0
244919,3,2,0,9,995,0,0,1,4,0,999,0,3,6,2,1,0,999998,0,6,1,0,1,1,0
244920,1,1,0,9,30,0,0,32,30,0,999,5,1,5,1,1,0,720,2,1,2,0,2,1,52
244921,1,1,0,9,58,0,0,34,22,0,999,5,1,4,1,1,0,1800,2,1,3,0,2,1,52
244922,1,1,0,9,1,0,0,37,200,3,999,2,1,8,2,1,1,135,2,1,1,0,1,1,52
244923,1,1,0,9,995,0,0,4,4,0,999,0,3,3,1,1,0,999998,0,6,9,0,2,2,0
244924,1,2,0,9,995,0,0,26,40,0,999,2,3,6,1,1,0,0,1,1,2,0,2,1,0
244925,1,2,0,9,995,0,0,5,4,0,999,0,3,5,1,1,1,999998,0,6,9,0,2,2,0
244926,1,2,0,9,995,0,0,21,49,0,999,9,3,4,1,1,0,0,1,6,3,0,2,2,0
244927,1,1,0,9,11,0,0,23,18,0,10,2,2,9,2,1,0,90,2,6,9,0,1,1,4
244928,1,2,0,9,995,0,0,65,10,0,999,1,3,3,1,1,0,0,1,5,1,0,1,1,0
244929,1,2,0,9,995,0,0,7,31,0,999,1,3,3,1,1,0,999998,0,6,9,0,2,2,0
244930,1,2,0,9,995,0,0,8,4,0,999,1,3,3,1,1,1,999998,0,6,2,0,2,2,0
